ID,SENTENCE,CATEGORY,ASPECTS,ASPECT CATEGORY,SENTIMENT,ASPECTS_WITH_ASPECT_CATEGORY,ASPECTS_WITH_ASPECT_CATEGORY_AND_SENTIMENT
17, Are there any restaurants in  that cater to dietary restrictions or allergies?,FOOD,['DIET_OPTION'],['FOOD'],['POSITIVE'],['FOOD-DIET_OPTION'],FOOD-DIET_OPTION-POSITIVE
18, Can you suggest a restaurant with a great wine or cocktail selection in ?,DRINK,['MENU'],['FOOD'],['POSITIVE'],['FOOD-MENU'],FOOD-MENU-POSITIVE
19, What are some hidden gem restaurants in  that locals love?,RESTAURANT,['GENERAL'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-GENERAL'],RESTAURANT-GENERAL-POSITIVE
20, Are there any restaurants in  that offer delivery or takeout services?,RESTAURANT,['OPTIONS'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-OPTIONS'],RESTAURANT-OPTIONS-POSITIVE
21, Can you recommend a restaurant with a cozy atmosphere?,RESTAURANT,['ATMOSPHERE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-POSITIVE
22, Which restaurants offer a tasting menu experience?,RESTAURANT,['MENU'],['FOOD'],['POSITIVE'],['FOOD-MENU'],FOOD-MENU-POSITIVE
23, Are there any farm-to-table restaurants in the area?,FOOD,['INGREDIENT'],['FOOD'],['NEUTRAL'],['FOOD-INGREDIENT'],FOOD-INGREDIENT-NEUTRAL
24, Can you suggest a restaurant with a good selection of craft beers?,DRINK,['MENU'],['FOOD'],['POSITIVE'],['FOOD-MENU'],FOOD-MENU-POSITIVE
25, What are some restaurants known for their desserts or pastry options?,FOOD,['MEAL'],['FOOD'],['POSITIVE'],['FOOD-MEAL'],FOOD-MEAL-POSITIVE
26, Are there any all-you-can-eat buffet restaurants nearby?,FOOD,['DEALS'],['FOOD'],['POSITIVE'],['FOOD-DEALS'],FOOD-DEALS-POSITIVE
27, Can you recommend a restaurant with a rooftop or terrace seating?,RESTAURANT,['SEATING_PLAN'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-SEATING_PLAN'],RESTAURANT-SEATING_PLAN-POSITIVE
29, Are there any restaurants with a focus on organic or sustainable ingredients?,FOOD,['INGREDIENT'],['FOOD'],['POSITIVE'],['FOOD-INGREDIENT'],FOOD-INGREDIENT-POSITIVE
30, Can you suggest a restaurant with a private dining room for events?,RESTAURANT,['OPTIONS'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-OPTIONS'],RESTAURANT-OPTIONS-POSITIVE
31, Which restaurants offer a gluten-free menu?,FOOD,"['DIET_OPTION', 'MENU']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-DIET_OPTION', 'FOOD-MENU']","FOOD-DIET_OPTION-POSITIVE, FOOD-MENU-POSITIVE"
32, Are there any restaurants that specialize in fusion cuisine?,FOOD,['CUISINE'],['FOOD'],['POSITIVE'],['FOOD-CUISINE'],FOOD-CUISINE-POSITIVE
33, Can you recommend a restaurant with a great happy hour deal?,FOOD,['DEALS'],['FOOD'],['POSITIVE'],['FOOD-DEALS'],FOOD-DEALS-POSITIVE
34, What are some restaurants with a waterfront or beachfront location?,RESTAURANT,['LOCATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-LOCATION'],RESTAURANT-LOCATION-POSITIVE
35, Are there any restaurants with a chef's table or open kitchen concept?,RESTAURANT,['KITCHEN'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-KITCHEN'],RESTAURANT-KITCHEN-POSITIVE
36, Can you suggest a restaurant with a good selection of vegetarian sushi?,FOOD,['DIET_OPTION'],['FOOD'],['POSITIVE'],['FOOD-DIET_OPTION'],FOOD-DIET_OPTION-POSITIVE
37, Which restaurants have outdoor seating and pet-friendly policies?,RESTAURANT,"['FEATURES', 'SEATING_PLAN']","['RESTAURANT', 'RESTAURANT']","['POSITIVE', 'POSITIVE']","['RESTAURANT-FEATURES', 'RESTAURANT-SEATING_PLAN']","RESTAURANT-FEATURES-POSITIVE, RESTAURANT-SEATING_PLAN-POSITIVE"
39, Can you recommend a restaurant with a kids' play area or entertainment?,RESTAURANT,['FEATURES'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-FEATURES'],RESTAURANT-FEATURES-POSITIVE
40," What are some restaurants with a focus on local, seasonal ingredients?",FOOD,['INGREDIENT'],['FOOD'],['POSITIVE'],['FOOD-INGREDIENT'],FOOD-INGREDIENT-POSITIVE
41, Are there any restaurants that serve traditional comfort food?,FOOD,['GENERAL'],['FOOD'],['POSITIVE'],['FOOD-GENERAL'],FOOD-GENERAL-POSITIVE
42, Can you suggest a restaurant with a romantic garden or patio?,RESTAURANT,"['ATMOSPHERE', 'SEATING_PLAN']","['RESTAURANT', 'RESTAURANT']","['POSITIVE', 'POSITIVE']","['RESTAURANT-ATMOSPHERE', 'RESTAURANT-SEATING_PLAN']","RESTAURANT-ATMOSPHERE-POSITIVE, RESTAURANT-SEATING_PLAN-POSITIVE"
43, Which restaurants have a good selection of vegan options?,FOOD,['DIET_OPTION'],['FOOD'],['POSITIVE'],['FOOD-DIET_OPTION'],FOOD-DIET_OPTION-POSITIVE
45, What are some restaurants known for their craft cocktails or mixology?,DRINK,['MEAL'],['FOOD'],['POSITIVE'],['FOOD-MEAL'],FOOD-MEAL-POSITIVE
46, Can you recommend a restaurant with a buffet brunch option?,FOOD,['MEAL'],['FOOD'],['POSITIVE'],['FOOD-MEAL'],FOOD-MEAL-POSITIVE
47, Which restaurants offer a chef's tasting menu?,FOOD,['MENU'],['FOOD'],['NEUTRAL'],['FOOD-MENU'],FOOD-MENU-NEUTRAL
48, Are there any restaurants with a dress code or formal dining experience?,RESTAURANT,['EXPERIENCE'],['RESTAURANT'],['NEUTRAL'],['RESTAURANT-EXPERIENCE'],RESTAURANT-EXPERIENCE-NEUTRAL
49, Can you suggest a restaurant with a great wine list or sommelier?,DRINK,['MENU'],['FOOD'],['POSITIVE'],['FOOD-MENU'],FOOD-MENU-POSITIVE
50, What are some restaurants with a focus on sustainable seafood?,FOOD,['MEAL'],['FOOD'],['POSITIVE'],['FOOD-MEAL'],FOOD-MEAL-POSITIVE
51, Are there any restaurants with a farm or farm-to-table concept?,FOOD,['INGREDIENT'],['FOOD'],['NEUTRAL'],['FOOD-INGREDIENT'],FOOD-INGREDIENT-NEUTRAL
52, Can you recommend a restaurant with a great view of the city skyline?,RESTAURANT,['VIEW'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-VIEW'],RESTAURANT-VIEW-POSITIVE
53, Which restaurants have a good selection of craft spirits or local distilleries?,FOOD,['MENU'],['FOOD'],['POSITIVE'],['FOOD-MENU'],FOOD-MENU-POSITIVE
54, Are there any restaurants that offer live entertainment or music performances?,RESTAURANT,['FEATURES'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-FEATURES'],RESTAURANT-FEATURES-POSITIVE
55, What are some restaurants known for their international cuisine options?,FOOD,['CUISINE'],['FOOD'],['POSITIVE'],['FOOD-CUISINE'],FOOD-CUISINE-POSITIVE
56, Can you suggest a restaurant with a good selection of vegetarian burgers?,FOOD,['DIET_OPTION'],['FOOD'],['POSITIVE'],['FOOD-DIET_OPTION'],FOOD-DIET_OPTION-POSITIVE
57, Which restaurants have a kids' menu and play area?,"FOOD, RESTAURANT","['FEATURES', 'MENU']","['RESTAURANT', 'FOOD']","['NEUTRAL', 'NEUTRAL']","['RESTAURANT-FEATURES', 'FOOD-MENU']","RESTAURANT-FEATURES-NEUTRAL, FOOD-MENU-NEUTRAL"
58, Are there any restaurants with a unique dining experience or concept?,RESTAURANT,['EXPERIENCE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-EXPERIENCE'],RESTAURANT-EXPERIENCE-POSITIVE
59, Can you recommend a restaurant with a good selection of gluten-free options?,FOOD,['DIET_OPTION'],['FOOD'],['POSITIVE'],['FOOD-DIET_OPTION'],FOOD-DIET_OPTION-POSITIVE
60, What are some restaurants with a focus on traditional regional dishes?,FOOD,['MEAL'],['FOOD'],['POSITIVE'],['FOOD-MEAL'],FOOD-MEAL-POSITIVE
61, Are there any restaurants with a vegan cheese or plant-based dairy alternatives?,FOOD,['DIET_OPTION'],['FOOD'],['NEUTRAL'],['FOOD-DIET_OPTION'],FOOD-DIET_OPTION-NEUTRAL
62, Can you suggest a restaurant with a private chef or personalized dining experience?,FOOD,"['KITCHEN', 'EXPERIENCE']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-KITCHEN', 'FOOD-EXPERIENCE']","FOOD-KITCHEN-POSITIVE, FOOD-EXPERIENCE-POSITIVE"
63, Which restaurants have a good selection of craft wines or local vineyards?,DRINK,['MENU'],['FOOD'],['POSITIVE'],['FOOD-MENU'],FOOD-MENU-POSITIVE
64, Are there any restaurants that offer live cooking demonstrations or show kitchens?,RESTAURANT,['KITCHEN'],['RESTAURANT'],['NEUTRAL'],['RESTAURANT-KITCHEN'],RESTAURANT-KITCHEN-NEUTRAL
65, What are some restaurants known for their craft beer selections and breweries?,DRINK,['MENU'],['FOOD'],['POSITIVE'],['FOOD-MENU'],FOOD-MENU-POSITIVE
66, Can you recommend a restaurant with a buffet dinner option?,FOOD,['MEAL'],['FOOD'],['NEUTRAL'],['FOOD-MEAL'],FOOD-MEAL-NEUTRAL
67, Which restaurants offer a seasonal menu that changes regularly?,FOOD,['MENU'],['FOOD'],['NEUTRAL'],['FOOD-MENU'],FOOD-MENU-NEUTRAL
68, Are there any restaurants with a rooftop bar or lounge?,RESTAURANT,['SEATING_PLAN'],['RESTAURANT'],['NEUTRAL'],['RESTAURANT-SEATING_PLAN'],RESTAURANT-SEATING_PLAN-NEUTRAL
69, Can you suggest a restaurant with a good selection of vegan desserts?,FOOD,['DIET_OPTION'],['FOOD'],['POSITIVE'],['FOOD-DIET_OPTION'],FOOD-DIET_OPTION-POSITIVE
70, What are some restaurants with a focus on traditional BBQ or smoked meats?,FOOD,['MEAL'],['FOOD'],['POSITIVE'],['FOOD-MEAL'],FOOD-MEAL-POSITIVE
71, Are there any restaurants with a farm or garden where guests can dine?,RESTAURANT,['SEATING_PLAN'],['RESTAURANT'],['NEUTRAL'],['RESTAURANT-SEATING_PLAN'],RESTAURANT-SEATING_PLAN-NEUTRAL
72, Can you recommend a restaurant with a great view of the ocean or beach?,RESTAURANT,['VIEW'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-VIEW'],RESTAURANT-VIEW-POSITIVE
73, Which restaurants have a good selection of craft cocktails or mixologists?,DRINK,['MEAL'],['FOOD'],['POSITIVE'],['FOOD-MEAL'],FOOD-MEAL-POSITIVE
74, Are there any restaurants that offer live jazz or live music performances?,RESTAURANT,['FEATURES'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-FEATURES'],RESTAURANT-FEATURES-POSITIVE
75, What are some restaurants known for their farm-fresh salads and bowls?,FOOD,['INGREDIENT'],['FOOD'],['POSITIVE'],['FOOD-INGREDIENT'],FOOD-INGREDIENT-POSITIVE
76, Can you suggest a restaurant with a good selection of vegetarian pizzas?,FOOD,['DIET_OPTION'],['FOOD'],['POSITIVE'],['FOOD-DIET_OPTION'],FOOD-DIET_OPTION-POSITIVE
77, Which restaurants have a kids' menu and indoor play area?,"FOOD, RESTAURANT","['SEATING_PLAN', 'MENU']","['RESTAURANT', 'FOOD']","['NEUTRAL', 'NEUTRAL']","['RESTAURANT-SEATING_PLAN', 'FOOD-MENU']","RESTAURANT-SEATING_PLAN-NEUTRAL, FOOD-MENU-NEUTRAL"
79, Can you recommend a restaurant with a good selection of dairy-free options?,FOOD,['DIET_OPTION'],['FOOD'],['POSITIVE'],['FOOD-DIET_OPTION'],FOOD-DIET_OPTION-POSITIVE
80, What are some restaurants with a focus on modern gastronomy or molecular cuisine?,FOOD,['CUISINE'],['FOOD'],['POSITIVE'],['FOOD-CUISINE'],FOOD-CUISINE-POSITIVE
81, Are there any restaurants with a vegan bakery or plant-based pastries?,FOOD,['DIET_OPTION'],['FOOD'],['POSITIVE'],['FOOD-DIET_OPTION'],FOOD-DIET_OPTION-POSITIVE
82, Can you suggest a restaurant with a private event space or banquet hall?,RESTAURANT,['OPTIONS'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-OPTIONS'],RESTAURANT-OPTIONS-POSITIVE
83, Which restaurants have a good selection of craft cocktails or local distilleries?,DRINK,['MENU'],['FOOD'],['POSITIVE'],['FOOD-MENU'],FOOD-MENU-POSITIVE
84, Are there any restaurants that offer live comedy or entertainment shows?,RESTAURANT,['FEATURES'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-FEATURES'],RESTAURANT-FEATURES-POSITIVE
85, What are some restaurants known for their international street food options?,FOOD,['MEAL'],['FOOD'],['POSITIVE'],['FOOD-MEAL'],FOOD-MEAL-POSITIVE
86, Can you recommend a restaurant with a good selection of vegetarian sushi rolls?,FOOD,['DIET_OPTION'],['FOOD'],['POSITIVE'],['FOOD-DIET_OPTION'],FOOD-DIET_OPTION-POSITIVE
87, Which restaurants have a kids' menu and outdoor playground?,"FOOD, RESTAURANT","['SEATING_PLAN', 'MENU']","['RESTAURANT', 'FOOD']","['NEUTRAL', 'POSITIVE']","['RESTAURANT-SEATING_PLAN', 'FOOD-MENU']","RESTAURANT-SEATING_PLAN-NEUTRAL, FOOD-MENU-POSITIVE"
88, Are there any restaurants with a unique dining theme or concept?,RESTAURANT,['EXPERIENCE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-EXPERIENCE'],RESTAURANT-EXPERIENCE-POSITIVE
89, Can you suggest a restaurant with a good selection of gluten-free pizzas?,FOOD,['DIET_OPTION'],['FOOD'],['POSITIVE'],['FOOD-DIET_OPTION'],FOOD-DIET_OPTION-POSITIVE
90, What are some restaurants with a focus on authentic ethnic cuisine?,FOOD,['CUISINE'],['FOOD'],['POSITIVE'],['FOOD-CUISINE'],FOOD-CUISINE-POSITIVE
91, Are there any restaurants with a vegan ice cream parlor or plant-based desserts?,FOOD,['DIET_OPTION'],['FOOD'],['POSITIVE'],['FOOD-DIET_OPTION'],FOOD-DIET_OPTION-POSITIVE
92, Can you recommend a restaurant with a great view of the mountains or nature?,RESTAURANT,['VIEW'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-VIEW'],RESTAURANT-VIEW-POSITIVE
93, Which restaurants have a good selection of craft beers or local breweries?,DRINK,['MENU'],['FOOD'],['POSITIVE'],['FOOD-MENU'],FOOD-MENU-POSITIVE
94, Are there any restaurants that offer live theater or performing arts experiences?,RESTAURANT,['FEATURES'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-FEATURES'],RESTAURANT-FEATURES-POSITIVE
95, What are some restaurants known for their fresh seafood and raw bar options?,FOOD,"['QUALITY', 'MEAL']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-QUALITY', 'FOOD-MEAL']","FOOD-QUALITY-POSITIVE, FOOD-MEAL-POSITIVE"
96, Can you suggest a restaurant with a good selection of vegan Mexican dishes?,FOOD,"['DIET_OPTION', 'MEAL']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-DIET_OPTION', 'FOOD-MEAL']","FOOD-DIET_OPTION-POSITIVE, FOOD-MEAL-POSITIVE"
97, Which restaurants have a kids' menu and coloring activities?,"FOOD, RESTAURANT","['FEATURES', 'MENU']","['RESTAURANT', 'FOOD']","['NEUTRAL', 'POSITIVE']","['RESTAURANT-FEATURES', 'FOOD-MENU']","RESTAURANT-FEATURES-NEUTRAL, FOOD-MENU-POSITIVE"
98, Are there any restaurants with a unique dining experience on a boat or cruise?,RESTAURANT,"['SEATING_PLAN', 'EXPERIENCE']","['RESTAURANT', 'RESTAURANT']","['POSITIVE', 'POSITIVE']","['RESTAURANT-SEATING_PLAN', 'RESTAURANT-EXPERIENCE']","RESTAURANT-SEATING_PLAN-POSITIVE, RESTAURANT-EXPERIENCE-POSITIVE"
99, Can you recommend a restaurant with a good selection of sugar-free options?,FOOD,['DIET_OPTION'],['FOOD'],['POSITIVE'],['FOOD-DIET_OPTION'],FOOD-DIET_OPTION-POSITIVE
100, What are some restaurants with a focus on traditional Asian street food?,FOOD,['CUISINE'],['FOOD'],['POSITIVE'],['FOOD-CUISINE'],FOOD-CUISINE-POSITIVE
101, Can you recommend a restaurant with a cozy ambiance?,RESTAURANT,['ATMOSPHERE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-POSITIVE
102, Which restaurants have a trendy or modern decor?,RESTAURANT,['DECORATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-DECORATION'],RESTAURANT-DECORATION-POSITIVE
103, Are there any restaurants with a rustic or farmhouse-style setting?,AMBIENCE,['ATMOSPHERE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-POSITIVE
104, Can you suggest a restaurant with an outdoor patio or garden?,RESTAURANT,['SEATING_PLAN'],['RESTAURANT'],['NEUTRAL'],['RESTAURANT-SEATING_PLAN'],RESTAURANT-SEATING_PLAN-NEUTRAL
105, What are some restaurants known for their elegant and upscale atmosphere?,RESTAURANT,['ATMOSPHERE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-POSITIVE
106, Are there any restaurants with a lively or vibrant atmosphere?,RESTAURANT,['ATMOSPHERE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-POSITIVE
107, Can you recommend a restaurant with a romantic or intimate setting?,RESTAURANT,['ATMOSPHERE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-POSITIVE
108, Which restaurants have a family-friendly and casual vibe?,AMBIENCE,['ATMOSPHERE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-POSITIVE
109, Are there any restaurants with a themed or unique interior design?,RESTAURANT,['ATMOSPHERE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-POSITIVE
110, What are some restaurants known for their minimalist and contemporary aesthetic?,RESTAURANT,['ATMOSPHERE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-POSITIVE
111, Can you suggest a restaurant with a private dining room for special events?,RESTAURANT,['OPTIONS'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-OPTIONS'],RESTAURANT-OPTIONS-POSITIVE
112, Which restaurants offer a waterfront or scenic view?,RESTAURANT,['VIEW'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-VIEW'],RESTAURANT-VIEW-POSITIVE
113, Are there any restaurants with a cozy fireplace or outdoor bonfire area?,RESTAURANT,"['FEATURES', 'SEATING_PLAN']","['RESTAURANT', 'RESTAURANT']","['POSITIVE', 'POSITIVE']","['RESTAURANT-FEATURES', 'RESTAURANT-SEATING_PLAN']","RESTAURANT-FEATURES-POSITIVE, RESTAURANT-SEATING_PLAN-POSITIVE"
114, Can you recommend a restaurant with a spacious and comfortable seating arrangement?,RESTAURANT,['SEATING_PLAN'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-SEATING_PLAN'],RESTAURANT-SEATING_PLAN-POSITIVE
115, What are some restaurants known for their artistic or eclectic decor?,RESTAURANT,['DECORATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-DECORATION'],RESTAURANT-DECORATION-POSITIVE
116, Which restaurants offer a diverse menu with options for various dietary preferences?,FOOD,"['DIET_OPTION', 'MENU']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-DIET_OPTION', 'FOOD-MENU']","FOOD-DIET_OPTION-POSITIVE, FOOD-MENU-POSITIVE"
117, Can you suggest a restaurant with a focus on locally sourced ingredients?,FOOD,['INGREDIENT'],['FOOD'],['POSITIVE'],['FOOD-INGREDIENT'],FOOD-INGREDIENT-POSITIVE
118, What are some restaurants known for their creative and innovative dishes?,FOOD,['MEAL'],['FOOD'],['POSITIVE'],['FOOD-MEAL'],FOOD-MEAL-POSITIVE
119, Are there any restaurants with a farm-to-table concept and seasonal menus?,FOOD,['MENU'],['FOOD'],['POSITIVE'],['FOOD-MENU'],FOOD-MENU-POSITIVE
120, Can you recommend a restaurant with a wide range of vegetarian and vegan options?,FOOD,['DIET_OPTION'],['FOOD'],['POSITIVE'],['FOOD-DIET_OPTION'],FOOD-DIET_OPTION-POSITIVE
121, Which restaurants specialize in traditional and authentic cuisine?,FOOD,['CUISINE'],['FOOD'],['POSITIVE'],['FOOD-CUISINE'],FOOD-CUISINE-POSITIVE
122, Are there any restaurants with a fusion of different culinary styles?,FOOD,['CUISINE'],['FOOD'],['POSITIVE'],['FOOD-CUISINE'],FOOD-CUISINE-POSITIVE
123, Can you suggest a restaurant with a reputation for their delicious seafood dishes?,FOOD,"['TASTE', 'MEAL']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-TASTE', 'FOOD-MEAL']","FOOD-TASTE-POSITIVE, FOOD-MEAL-POSITIVE"
124, What are some restaurants known for their mouthwatering grilled or barbecued items?,FOOD,"['TASTE', 'MEAL']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-TASTE', 'FOOD-MEAL']","FOOD-TASTE-POSITIVE, FOOD-MEAL-POSITIVE"
125, Which restaurants have a selection of gourmet burgers or artisanal sandwiches?,FOOD,['MENU'],['FOOD'],['POSITIVE'],['FOOD-MENU'],FOOD-MENU-POSITIVE
126, Are there any restaurants with a focus on gluten-free or allergen-friendly options?,FOOD,['DIET_OPTION'],['FOOD'],['POSITIVE'],['FOOD-DIET_OPTION'],FOOD-DIET_OPTION-POSITIVE
127, Can you recommend a restaurant with a variety of international flavors and dishes?,FOOD,"['FLAVOR', 'MEAL']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-FLAVOR', 'FOOD-MEAL']","FOOD-FLAVOR-POSITIVE, FOOD-MEAL-POSITIVE"
128, What are some restaurants known for their hearty and comforting comfort food?,FOOD,['GENERAL'],['FOOD'],['POSITIVE'],['FOOD-GENERAL'],FOOD-GENERAL-POSITIVE
129, Are there any restaurants with a selection of exotic or rare ingredients?,FOOD,['INGREDIENT'],['FOOD'],['POSITIVE'],['FOOD-INGREDIENT'],FOOD-INGREDIENT-POSITIVE
130, Can you suggest a restaurant with a renowned pastry chef and delectable desserts?,FOOD,"['KITCHEN', 'MEAL']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-KITCHEN', 'FOOD-MEAL']","FOOD-KITCHEN-POSITIVE, FOOD-MEAL-POSITIVE"
131, Which restaurants offer a farm-fresh salad bar or customizable salad options?,FOOD,"['INGREDIENT', 'KITCHEN']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-INGREDIENT', 'FOOD-KITCHEN']","FOOD-INGREDIENT-POSITIVE, FOOD-KITCHEN-POSITIVE"
132, Are there any restaurants with a reputation for their perfectly cooked steaks or grills?,FOOD,['MEAL'],['FOOD'],['POSITIVE'],['FOOD-MEAL'],FOOD-MEAL-POSITIVE
133, Can you recommend a restaurant with a menu of authentic and flavorful Asian cuisine?,FOOD,"['CUISINE', 'MENU', 'QUALITY']","['FOOD', 'FOOD', 'FOOD']","['POSITIVE', 'POSITIVE', 'POSITIVE']","['FOOD-CUISINE', 'FOOD-MENU', 'FOOD-QUALITY']","FOOD-CUISINE-POSITIVE, FOOD-MENU-POSITIVE, FOOD-QUALITY-POSITIVE"
134, What are some restaurants known for their extensive wine or cocktail lists?,DRINK,['MENU'],['FOOD'],['POSITIVE'],['FOOD-MENU'],FOOD-MENU-POSITIVE
135, Which restaurants have a selection of handmade pasta or artisanal pizzas?,FOOD,"['MENU', 'MEAL']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-MENU', 'FOOD-MEAL']","FOOD-MENU-POSITIVE, FOOD-MEAL-POSITIVE"
136, Can you suggest a restaurant with friendly and attentive staff?,STAFF,['BEHAVIOUR'],['SERVICE'],['POSITIVE'],['SERVICE-BEHAVIOUR'],SERVICE-BEHAVIOUR-POSITIVE
137, Which restaurants are known for their quick and efficient service?,SERVICE,['WAIT_TIME'],['SERVICE'],['POSITIVE'],['SERVICE-WAIT_TIME'],SERVICE-WAIT_TIME-POSITIVE
138, Are there any restaurants with a knowledgeable and helpful sommelier?,"SERVICE, STAFF","['BEHAVIOUR', 'GENERAL']","['SERVICE', 'SERVICE']","['POSITIVE', 'POSITIVE']","['SERVICE-BEHAVIOUR', 'SERVICE-GENERAL']","SERVICE-BEHAVIOUR-POSITIVE, SERVICE-GENERAL-POSITIVE"
139, Can you recommend a restaurant with a well-trained and professional waitstaff?,STAFF,['GENERAL'],['SERVICE'],['POSITIVE'],['SERVICE-GENERAL'],SERVICE-GENERAL-POSITIVE
140, What are some restaurants known for their personalized and customized dining experience?,SERVICE,['EXPERIENCE'],['SERVICE'],['POSITIVE'],['SERVICE-EXPERIENCE'],SERVICE-EXPERIENCE-POSITIVE
141, Are there any restaurants that offer special accommodations for dietary restrictions?,FOOD,"['DIET_OPTION', 'EXPERIENCE']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-DIET_OPTION', 'FOOD-EXPERIENCE']","FOOD-DIET_OPTION-POSITIVE, FOOD-EXPERIENCE-POSITIVE"
142, Can you suggest a restaurant with excellent recommendations from their staff?,STAFF,['BEHAVIOUR'],['SERVICE'],['POSITIVE'],['SERVICE-BEHAVIOUR'],SERVICE-BEHAVIOUR-POSITIVE
143, Which restaurants have a reputation for their prompt and accurate order delivery?,SERVICE,['GENERAL'],['SERVICE'],['POSITIVE'],['SERVICE-GENERAL'],SERVICE-GENERAL-POSITIVE
144, Are there any restaurants with a warm and welcoming hospitality?,SERVICE,['BEHAVIOUR'],['SERVICE'],['POSITIVE'],['SERVICE-BEHAVIOUR'],SERVICE-BEHAVIOUR-POSITIVE
145, Can you recommend a restaurant with a seamless online reservation system?,RESTAURANT,['OPTIONS'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-OPTIONS'],RESTAURANT-OPTIONS-POSITIVE
146, What are some restaurants known for their attention to detail in plating and presentation?,FOOD,['PRESENTATION'],['FOOD'],['POSITIVE'],['FOOD-PRESENTATION'],FOOD-PRESENTATION-POSITIVE
147, Are there any restaurants with a chef or manager who interacts with guests?,SERVICE,['BEHAVIOUR'],['SERVICE'],['POSITIVE'],['SERVICE-BEHAVIOUR'],SERVICE-BEHAVIOUR-POSITIVE
148, Can you suggest a restaurant with a quick turnaround time for table seating?,SERVICE,['WAIT_TIME'],['SERVICE'],['POSITIVE'],['SERVICE-WAIT_TIME'],SERVICE-WAIT_TIME-POSITIVE
149, Which restaurants have a reputation for their well-informed and friendly servers?,SERVICE,['GENERAL'],['SERVICE'],['POSITIVE'],['SERVICE-GENERAL'],SERVICE-GENERAL-POSITIVE
150, Are there any restaurants that offer special perks or loyalty programs for regular customers?,RESTAURANT,['FEATURES'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-FEATURES'],RESTAURANT-FEATURES-POSITIVE
151, Can you recommend a restaurant with a good balance between attentiveness and privacy?,"SERVICE, RESTAURANT","['SEATING_PLAN', 'BEHAVIOUR']","['RESTAURANT', 'SERVICE']","['POSITIVE', 'POSITIVE']","['RESTAURANT-SEATING_PLAN', 'SERVICE-BEHAVIOUR']","RESTAURANT-SEATING_PLAN-POSITIVE, SERVICE-BEHAVIOUR-POSITIVE"
